Song Number,Song Title,Album,Year,Scripture Reference,Webpage URL,Spotify Link,Description,Publication Date,Duration,Target Age Group,Musical Style,Lyrics
100,Peaceful Lullaby,When You Lie Down: Lullabies…,2015,Psalm 4:8,https://seedskidsworship.com/product/peaceful-lullaby-psalm-48-2/,https://open.spotify.com/track/7hqldR7iKLBry05YRxiRDO,Gentle lullaby about peaceful sleep and trust in God's protection from Psalm 4:8,2015-05-01,2:48,Ages 0-8,Lullaby,"In peace I will both lie down  
And sleep  
And sleep  
In peace I will both lie down  
And sleep  
And sleep  
For You alone, O LORD  
Make me dwell in safety  
For You alone, O LORD  
Make me dwell in safety  
For You alone, O LORD  
Make me dwell in safety  
For You alone, O LORD  
Make me dwell in safety  
In peace I will both lie down  
And sleep  
And sleep  "
141,The Way Of Life,When You Lie Down: Lullabies…,2015,Proverbs 6:20–23,https://seedskidsworship.com/product/the-way-of-life-proverbs-620-23/,https://open.spotify.com/track/1KmArbORMYFcSIJJXpfleu,Gentle lullaby about following the way of life through God's commands from Proverbs 6:20-23,05-01-2015,4:02,Ages 0-8,Lullaby & Wisdom,"My son keep your father’s commandment  
And forsake not your mother’s teaching  
Bind them on your heart always  
Tie them around your neck  
My son keep your father’s commandment  
And forsake not your mother’s teaching  
Bind them on your heart always  
Tie them around your neck  
When you walk they will lead you  
When you lie down they will watch over you  
And when you awake  
They will talk with you  
For the commandment is a lamp  
And the teaching a light  
The teaching a light  
And the reproofs of discipline  
Are the way of life the way of life "
161,You Are My God,When You Lie Down: Lullabies…,2015,"Psalm 118:1, 28–29",https://seedskidsworship.com/product/you-are-my-god-psalm-1181-28-29/,https://open.spotify.com/track/2YeyNwDmpDoGggFieyyb8m,Gentle lullaby declaring God as my God with thanksgiving from Psalm 118:1 and 28-29,05-01-2015,3:33,Ages 0-8,Lullaby & Praise,"Oh give thanks to the LORD  
For He is good  
For His steadfast love endures forever  
Oh give thanks to the LORD  
For He is good  
For His steadfast love endures forever  
You are my God  
And I will give thanks to You  
You are my God  
I will extol You  
Oh give thanks to the LORD  
For He is good  
For His steadfast love endures forever  
Oh give thanks to the LORD  
For He is good  
For His steadfast love endures forever  
You are my God  
And I will give thanks to You  
You are my God  
I will extol You  
Oh give thanks to the LORD  
For He is good  
For His steadfast love endures forever "
162,Your Faithfulness,When You Lie Down: Lullabies…,2015,Lamentations 3:22–23,https://seedskidsworship.com/product/your-faithfulness-lamentations-322-23/,https://open.spotify.com/track/5Qa8kPXa17L9VbKE7d2AmU,Peaceful lullaby about God's great faithfulness every morning from Lamentations 3:22-23,05-01-2015,2:50,Ages 0-8,Lullaby & Faithfulness,"The steadfast love of the LORD never ceases  
His mercies never come to an end  
They are new every morning  
Great is Your faithfulness  
Great is Your faithfulness  
Great is Your faithfulness  
Great is Your faithfulness  
Great is Your faithfulness  "
163,"Wisdom, Stature, and Favor",Sing God's Word,2024,Luke 2:52,https://seedskidsworship.com/product/wisdom-stature-and-favor-luke-252-2/,https://open.spotify.com/track/28c90lwkPGwOGDP0EGqwRh,A scripture song about Jesus growing in wisdom and stature as a child,08/02/2024,2:30,Ages 3-12,Contemporary Children's Worship,"And Jesus increased in wisdom  
And in stature and in favor with God and man, with God and man  
And Jesus increased in wisdom  
And in stature and in favor with God and man, with God and man  
In wisdom, in stature, in favor, in wisdom, in stature, in favor with God and man  
In wisdom, in stature, in favor, in wisdom, in stature, in favor with God and man  
Na-na na-na-na-na-na na-na-na-na-na na-na-na-na-na-na-na  
Na-na na-na-na-na-na na-na-na-na-na na-na-na-na-na-na-na  
Yeah!
"
164,Genuine,The Journey,2015,Romans 12:9-10,https://seedskidsworship.com/product/genuine-romans-129-10-2/,https://open.spotify.com/track/7whoQlGmbQChJT0HlIw7I0,A word-for-word scripture song about genuine love and brotherly affection,05/25/2015,2:54,Children and Teens,Contemporary Christian,"Let love be genuine  
Abhor what is evil  
Hold fast to what is good  
Hold fast to what is good  
Love one another with brotherly affection  
Outdo one another in showing honor  
Showing honor  
Let love be genuine  
Abhor what is evil  
Hold fast to what is good  
Hold fast to what is good  
Let love be genuine  
Abhor what is evil  
Hold fast to what is good  
Hold fast to what is good  
Love one another with brotherly affection  
Outdo one another in showing honor  
Showing honor 
"
165,From the Rising of the Sun,Sing God's Word,2024,Psalm 113:3-5,https://seedskidsworship.com/product/from-the-rising-of-the-sun-psalm-1133-5/,https://open.spotify.com/track/2iHSuBzzwWC6ERsaBDcWQO,A worship song about praising God's name from east to west,07/05/2024,2:54,Ages 4-10,Contemporary Children's Worship,"From the rising of the sun to its setting, the name of the Lord is to be praised!  
From the rising of the sun to its setting, the name of the Lord is to be praised!  
The Lord is high above all nations,  
And His glory above the heavens!  
The Lord is high above all nations,  
And His glory above the heavens!  
Who is like the Lord our God, who is seated on high,  
Who looks far down on the heavens and the earth, and the earth,  
Who is like the Lord our God, who is seated on high,  
Who looks far down on the heavens and the earth, and the earth,  
The Lord is high above all nations,  
And His glory above the heavens! 
"
166,Do So To Them,Hope,2021,Luke 6:31,https://seedskidsworship.com/product/do-so-to-them-luke-631/,https://open.spotify.com/intl-fr/track/7K6Hf5HHHtcFdUS4ytBL8k,A scripture song about the Golden Rule - treating others as you want to be treated,09/17/2021,2:19,Ages 5-12,Contemporary Children's Worship,"And as you wish  
That others would  
And as you wish  
That others would do to you  
And as you wish  
That others would  
And as you wish  
That others would do to you  
Do so to them  
Do so to them  
And as you wish that others would do to you  
Do so to them  
La-la-la-la-la-la  
La-la-la-la-la-la-la  
La-la-la-la-la-la  
La-la-la-la-la-la-la"
167,God Created Man,Hope,2021,Genesis 1:27,https://seedskidsworship.com/product/god-created-man-genesis-127/,https://open.spotify.com/track/5z6coIG6QGyiUwSMxhIwiy,A scripture song about being created male and female in God's image,09/17/2021,2:31,Ages 3-10,Contemporary Children's Worship,"So God created man  
In His own image  
In the image of God, image of God  
He created them  
So God created man  
In His own image  
In the image of God, image of God  
He created them  
Male and female  
He created them  
Male and female  
He created them  
And the guys say: Ayyy yai yai yai yaiiiiiiii  
And the girls say: ohhh ohhh ohhh ohhhhh  
And the guys say: Ayyy yai yai yai yaiiiiiiii  
And the girls say: ohhh ohhh ohhh ohhhhh"
168,Wonderful,Hope,2021,Psalm 139:14,https://seedskidsworship.com/product/wonderful-psalm-13914/,https://open.spotify.com/track/1Wtyk3jCAf98xsBmdNLOY2,A scripture song about being fearfully and wonderfully made by God,09/17/2021,2:52,Ages 4-12,Contemporary Children's Worship,"Ohhh, Ohhh  
I praise you for I am  
Fearfully and wonderfully made  
I praise you for I am  
Fearfully and wonderfully made  
Wonderful are your works  
My soul knows it very well  
Wonderful are your works  
My soul knows it very well  
I praise you for I am  
Fearfully and wonderfully made  
I praise you for I am  
Fearfully and wonderfully made  
I praise you  
I praise you  
Ohhh, Ohhh, Ohhh  
Wonderful, wonderfully made  
Ohhh, Ohhh, Ohhh"
169,Lead Me To The Rock,When You Lie Down: Lullabies & Scripture Songs,2014,Psalm 61:1-3,https://seedskidsworship.com/product/lead-me-to-the-rock-psalm-611-3/,https://open.spotify.com/track/3yVhTXJ8zNlQN8rF4Y3A1Q,A prayer song about God being our rock and refuge,2014,4:18,Ages 5-12,Lullaby,"Hear my cry, O God, listen to my prayer  
From the end of the earth I call to You  
When my heart is faint  
Lead me to the rock that is higher than I  
Higher than I, higher than I  
For You have been my refuge  
A strong tower against the enemy  
For You have been my refuge  
A strong tower against the enemy  
Hear my cry, O God, listen to my prayer  
From the end of the earth I call to You  
When my heart is faint  
Lead me to the rock that is higher than I  
Higher than I, higher than I  
Higher than I, higher than I  
Higher than I  
For You have been my refuge  
A strong tower against the enemy  
For You have been my refuge  
A strong tower against the enemy  
Hear my cry, O God, listen to my prayer  
From the end of the earth I call to You  
When my heart is faint  
Lead me to the rock that is higher than I  
Higher than I, higher than I  
Higher than I, higher than I  
Higher than I"
170,The Yearning,When You Lie Down: Lullabies & Scripture Songs,2014,Isaiah 26:7-9,https://seedskidsworship.com/product/the-yearning-isaiah-267-9/,https://open.spotify.com/track/1neXV6BXsUx9ccGuCZeSmy?si=7d1d7c7ffbb844a1,A worship song about spiritual longing and yearning for God,2014,5:15,Ages 6-14,Lullaby,"In the path of Your judgments  
O LORD, we wait for You  
Your name and remembrance  
Are the desire of our soul  
My soul yearns for You  
My soul yearns for You  
In the night, in the night  
My spirit within me  
My spirit within me  
Earnestly seeks, earnestly seeks You  
In the path of Your judgments  
O LORD, we wait for You  
Your name and remembrance  
Are the desire of our soul  
My soul yearns for You  
My soul yearns for You  
In the night, in the night  
My spirit within me  
My spirit within me  
Earnestly seeks, earnestly seeks You  
For when your judgments are in the earth  
The inhabitants of the world learn righteousness  
For when your judgments are in the earth  
The inhabitants of the world learn righteousness"
171,Forever Faithful,Trust,2018,Psalm 119:89-90,https://seedskidsworship.com/product/forever-faithful-psalm-11989-90/,https://open.spotify.com/track/3WVBwGUiiLvniz7Qsz3UVU,A song about God's eternal faithfulness and enduring word,04/08/2018,3:58,Ages 5-12,Contemporary Children's Worship,"Forever, O Lord, Your word  
Is firmly fixed in the heavens  
Forever, O Lord, Your word  
Is firmly fixed in the heavens  
Oh, Your faithfulness  
Endures to all generations  
Oh, Your faithfulness  
Endures to all generations  
You have established the earth  
And it stands fast, it stands fast  
You have established the earth  
And it stands fast, it stands fast  
You have established the earth  
And it stands fast, it stands fast  
You have established the earth  
And it stands fast, yeah
"
172,When I Look at the Heavens,Trust,2018,Psalm 8:3-4,https://seedskidsworship.com/product/when-i-look-at-your-heavens/,https://open.spotify.com/track/3R6qs9zA005RRtllWhsDkE,A contemplative song about God's creation and our place in it,04/08/2018,2:06,Ages 6-12,Contemporary Children's Worship,"When I look at Your heavens  
The work of Your fingers  
The moon and the stars  
Which You have set in place  
What is man that You are mindful of him  
And the son of man that You care for him? Whoa….  
What is man that You are mindful of him  
And the son of man that You care for him?  
Whoa ____ Ooh ____, Whoa ____ Ooh ____  
Whoa ____ Ooh ____, Whoa ____ Ooh ____ "
173,H.E.R.O.,The Word of God,2014,Philippians 2:9-11,https://seedskidsworship.com/product/h-e-r-o-philippians-29-11/,https://open.spotify.com/track/1p9hFRREiw4N5cq0x3FQkj,A powerful song about Jesus being exalted as Lord and our ultimate hero,09/12/2014,4:19,Ages 6-14,Contemporary Christian,"Therefore God exalted Him to the highest place  
And gave Him the name that is above every name,  
That at the name of Jesus every knee should bow  
Every knee should bow  
In heaven and on earth and under the earth  
And every tongue acknowledge  
In heaven and on earth and under the earth  
And every tongue acknowledge  
Hey-Hey Whoa  
That Jesus Christ is Lord  
Hey-Hey Whoa  
To the glory of God the Father  
Hey-Hey Whoa  
That Jesus Christ is Lord  
Hey-Hey Whoa  
Jesus You're our hero  
Jesus you’re our HE - RO  
We lift your name up high  
Jesus you’re our HE - RO  
You raise the dead to life  
Holy  
Exalted  
Rescuer  
Omnipotent
"
174,Jesus Christ is Lord,The Word of God,2014,Philippians 2:9-11,https://seedskidsworship.com/product/jesus-christ-is-lord-philippians-29-11-4/,https://open.spotify.com/track/06gR5Rmk3qKVGIPzxfbYyQ,A declaration song about Jesus as Lord based on Philippians,09/12/2014,3:32,Ages 5-12,Contemporary Children's Worship,"Therefore God exalted Him to the highest place  
And gave Him the name that is above every name,  
That at the name of Jesus every knee should bow  
Every knee should bow  
In heaven and on earth and under the earth  
And every tongue acknowledge  
In heaven and on earth and under the earth  
And every tongue acknowledge  
Hey-Hey Whoa  
That Jesus Christ is Lord  
Hey-Hey Whoa  
To the glory of God the Father  
Hey-Hey Whoa  
That Jesus Christ is Lord  
Hey-Hey Whoa  
To the glory of God the Father"
175,Your Word in My Heart,The Word of God,2014,Psalm 119:9-11,https://seedskidsworship.com/product/your-word-in-my-heart-psalm-1199-11-2/,https://open.spotify.com/track/3jnwsJRUv6gbkFGE4vUVLg,A scripture memory song about hiding God's word in our hearts,09/12/2014,4:18,Ages 6-14,Contemporary Children's Worship,"How can a young man keep his way pure  
By guarding it according to Your word  
How can a young man keep his way pure  
By guarding it according to Your word  
With my whole heart I seek You  
Let me not wander from Your commandments  
With my whole heart I seek You  
Let me not wander from Your commandments  
I have stored up, I have stored up  
I have stored up Your word in my heart  
I have stored up, I have stored up  
I have stored up Your word in my heart  
That I might not sin against You  
That I might not sin against You  
I have stored up Your word in my heart  
That I might not sin against You  
I have stored up Your word in my heart  
That I might not sin against You  
I have stored up, I have stored up  
I have stored up Your word in my heart  
I have stored up, I have stored up  
I have stored up Your word in my heart  
That I might not sin against You  
That I might not sin against You  
Whoa Oh Whoa Oh  
Whoa Oh Whoa Oh"
176,Servant of All,The Power of Encouragement,2008,Mark 9:35,https://seedskidsworship.com/product/servant-of-all-mark-935/,https://open.spotify.com/track/4HENaX0YEvLIrn4qBftXvj,A song about serving others and being great through humility,11/08/2008,2:29,Ages 7-14,Contemporary Children's Worship,"If anyone wants to be first, he must be the very last  
If anyone wants to be first, he must be the very last  
And the servant of all, that’s right  
You know, a servant of all, that’s right  
Uh-huh, a servant of all, that’s right  
You know, a servant of all  
Be a servant of all  
Be a servant of all  
Be a servant of all, yeah! "
177,Wonderfully Made,The Power of Encouragement,2008,Psalm 139:14,https://seedskidsworship.com/product/wonderfully-made-psalm-13914-2/,https://open.spotify.com/track/0t5Yw3jYzEIo4PtxP4U6we,A song affirming children that they are fearfully and wonderfully made,11/08/2008,3:10,Ages 3-10,Contemporary Children's Worship,"I praise you because I am fearfully and wonderfully made  
I praise you because I am fearfully and wonderfully made  
Your works are wonderful  
I know that full well  
Your works are wonderful  
I know that full well  
Wonderful  
I know that full well  
Wonderful, wonderful  

**Song Title:** All Have Sinned  
**Lyrics:**  
For all have sinned and fall short of the glory of God  
All have sinned and fall short of the glory of God  

For the wages of sin is death  
But the free gift of God is eternal life  
For the wages of sin is death  
But the free gift of God is eternal life  
In Christ Jesus our Lord  
In Christ Jesus our Lord  

(It’s a free gift, it’s a free gift)  
(It’s a free gift, it’s a free gift)"
178,He's Not Far From Us,I AM with You,2019,Acts 17:26-27,https://seedskidsworship.com/product/hes-not-far-from-us-acts-1726-27-2/,https://open.spotify.com/track/2OCzjwxkcdWJoDPfbS98hE,A song about God's nearness and presence with us,2019,2:40,Ages 5-12,Contemporary Children's Worship,"And He made from one man  
Every nation of mankind  
To live on all the face of the earth  
Having determined allotted periods  
And the boundaries of their dwelling place  
The boundaries of their dwelling place  

That they should seek God  
And perhaps feel their way toward Him and find Him  
(He’s not far from us)  
Yet He is actually not  
Far from each one of us  
Far from each one of us  

Clap your hands  
Stomp your feet  
Turn around  
Sit down in your seat  
Get back up… hey!  

(He’s not far from us!)"
179,King of the Ages,Sing God's Word,2024,1 Timothy 1:17,https://seedskidsworship.com/product/king-of-the-ages-1-timothy-117/,https://open.spotify.com/track/6uMDfvuyFQjfAo9y5h1sMI,A majestic worship song declaring God as the eternal King,01/26/2024,2:21,Ages 6-14,Contemporary Children's Worship,"To the King of the ages, immortal, invisible, the only God  
To the King of the ages, immortal, invisible, the only God  

Be honor and glory forever and ever and ever, Amen  
Be honor and glory forever and ever and ever, Amen!  

Forever and ever and ever Amen! (left)  
Forever and ever and ever Amen! (right)  
Forever and ever and ever Amen! (left)  
Forever and ever and ever Amen! (right)  
Forever and ever and ever Amen! (Together)  
Forever and ever and ever Amen! (Together) "
180,Be Strong in the Lord,The Armor of God,2023,Ephesians 6:10-11,https://seedskidsworship.com/product/be-strong-in-the-lord-ephesians-610-11-2/,https://open.spotify.com/track/5mqeHmfQlDA5TczCcrDYUc,A song about spiritual strength and putting on God's armor,05/16/2023,3:01,Ages 6-14,Contemporary Christian,"Finally be strong in the Lord and in the strength of His might  
Put on the whole armor of God that you may be able to stand  
Finally be strong in the Lord and in the strength of His might  
Put on the whole armor of God that you may be able to stand  
Against the schemes of the devil  

Ohhhh, Ohhhh, Ohhh, Ohhh, oh  

Be strong in the Lord in the strength of His might  
Put on the whole armor of God that you may be able to stand  
Be strong in the Lord in the strength of His might  
Put on the whole armor of God that you may be able to stand  
That you may be able to stand  "
181,Every Word of God,The Armor of God,2023,Proverbs 30:5,https://seedskidsworship.com/product/every-word-of-god-proverbs-305-2/,https://open.spotify.com/track/4Qk4HGfU3KRONCRDJeB6ez,A song about the purity and protection found in God's word,05/16/2023,2:39,Ages 5-12,Contemporary Children's Worship,"Every Word of God, every Word of God proves true  
Every Word of God, every Word of God proves true  
He is a shield to all who take refuge in Him  
Refuge in Him  
Every Word of God, every Word of God proves true  
Every Word of God, every Word of God proves true  
Every word, every word, every word  
Every word, every word, every word  
Every word, every word, every word  
Ev-er-y word of God proves true"
182,Far More Abundantly,The Armor of God,2023,Ephesians 3:20-21,https://seedskidsworship.com/product/far-more-abundantly-feat-yancy/,https://open.spotify.com/track/3nsFyIA0vCDyj990piLpsZ,A song about God's power to do more than we can imagine,05/16/2023,3:50,Ages 7-14,Contemporary Christian,"Now to Him who is able  
To do far more abundantly  
Than all that we ask or think  
Than all that we ask or think  
According to the power  
At work within us  
To Him be glory  
In the church and in Christ Jesus  
Throughout all generations  
Forever and ever amen  
Amen, amen, amen, amen"
183,Listen To Me,Seeds of Purpose,2005,Psalm 34:11-14,https://seedskidsworship.com/product/listen-to-me-psalm-3411-14/,https://open.spotify.com/track/0AywI6UnsmPHyAdhdmcbCJ,A wisdom song about listening to God's instruction,09/13/2005,3:29,Ages 6-14,Contemporary Children's Worship,"Come, my children, listen to me  
I will teach you the fear of the Lord  
Whoever of you loves life  
And desires to see many good days  
Keep your tongue from evil  
And your lips from speaking lies  
Turn from evil and do good  
Seek peace and pursue it  
Pursue it"
184,Whatever You Do,Seeds of Purpose,2005,1 Corinthians 10:31,https://seedskidsworship.com/product/whatever-you-do-1-corinthians-1031/,https://open.spotify.com/track/55UTkbpIwZlxkJQ6xjfcGy,A song about doing everything as service to the Lord,09/13/2005,2:50,Ages 6-14,Contemporary Christian,"So whether you eat or drink  
Or whatever you do  
Do it all for the glory of God  
Oh, oh  
So whether you eat or drink  
Or whatever you do  
Do it all for the glory of God  
Oh, oh  
Whatever you do  
Do it all for the glory of God  
Whatever you do  
Do it all for the glory of God  
Whatever you do  
Do it all for the glory of God  
Do it all for the glory of God  
Do it all for the glory of God"
185,The Greatest Commandment,Seeds of Purpose,2005,Mark 12:30-31,https://seedskidsworship.com/product/greatest-commandment-mark-1230-31-2/,https://open.spotify.com/track/1IMDGDf7OVg2lyHKsopCcf,A song about loving God and loving your neighbor,09/13/2005,2:59,Ages 5-12,Contemporary Children's Worship,"Love the Lord your God with all your heart  
And with all your soul and with all your mind  
And with all your strength  

The second is this: Love your neighbor as yourself  

There is no commandment greater than these  
There is no commandment greater than these  

Love the Lord your God  
There is no commandment greater than these  
Love your neighbor as yourself  
There is no commandment greater than these  
Love the Lord your God  
There is no commandment greater than these  
Love your neighbor as yourself  "
186,Faith,Trust,2018,Hebrews 11:1-6,https://seedskidsworship.com/product/faith-hebrews-111-6-2/,https://open.spotify.com/track/2HflvPF9sJgkNCdSQh85K4,A song defining faith as confidence in what we hope for,04/08/2018,3:42,Ages 6-14,Contemporary Christian,"Now faith is being sure of what we hope for  
And certain of what we do not see  
Now faith is being sure of what we hope for  
And certain of what we do not see  
And without faith it is impossible to please God  
Because anyone who comes to him must believe  
That he exists  
And that he rewards  
Those who earnestly seek"
